QMXO,物化生,QITDXZCCR,11,116,137,109,39,59,96,0,0,0,556
UNFE,物化生,ANNUCHAYD,11,117,108,115,57,19,99,0,0,0,515
ZFNU,物化生,OKOAPPZJL,11,95,148,137,33,12,87,0,0,0,512
JXXZ,物化生,STXPSWZSD,11,71,110,113,68,52,82,0,0,0,496
RHLE,物化生,GETYVDJSH,11,55,117,101,93,26,91,0,0,0,483
YTHX,物化生,OTAVWUXVY,11,119,149,35,67,81,21,0,0,0,472
最显眼的人,物化生,114514,11,147,69,97,60,29,69,0,0,0,471
WPSU,物化生,DJFPOWJLM,11,89,123,75,94,47,25,0,0,0,453
YZBC,物化生,QNVIIAPLU,11,134,113,11,74,36,52,0,0,0,420
PIQF,物化生,JNMKKOROT,11,139,105,92,17,19,23,0,0,0,395
JFAD,物化生,JAFDFTTZX,11,145,111,62,24,4,42,0,0,0,388
QQNQ,物化生,AADPHNLRA,11,21,139,32,34,86,63,0,0,0,375
JXOT,物化生,UAIMXQBRT,11,123,144,32,4,1,61,0,0,0,365
WAYY,物化生,AKRMORSUV,11,13,144,26,63,61,54,0,0,0,361
ECOT,物化生,QWWLRVPWG,11,105,66,32,80,45,23,0,0,0,351
GKMQ,物化生,JOIMJMERL,11,130,4,55,49,55,52,0,0,0,345
IGLS,物化生,CWWITIYRB,11,99,38,111,11,59,5,0,0,0,323
OPQZ,物化生,HKGJDPMHK,11,36,48,123,24,21,67,0,0,0,319
SION,物化生,DSUNLNNGJ,11,134,1,22,14,98,37,0,0,0,306
ZEUH,物化生,RCNQRSDRT,11,52,44,62,11,79,30,0,0,0,278
BVQG,物化生,PZUKUPCVP,11,119,33,60,29,11,11,0,0,0,263
SJUG,物化生,NLRVFSHRQ,11,13,58,8,48,82,37,0,0,0,246
JEYA,物化生,MWAIXAJNT,11,20,15,25,92,16,37,0,0,0,205
NHBF,物化生,EWONMRXCF,11,1,66,14,2,14,76,0,0,0,173
